 61 3435.680083 2.648E-27 5.210E-02.04400.057 2625.10690.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23E  73        22E   3     333332403637 7 1 7    94.0   90.0
 61 3435.825171 5.569E-28 4.800E-03.04400.057 2625.51980.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   21A1  4        22A2  2     133332453637 7 1 7   215.0  225.0
 61 3435.907474 2.160E-28 2.841E-03.04400.057 2625.68040.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F1111        22F2  5     233332403637 7 1 7   141.0  135.0
 61 3436.067420 2.092E-28 3.023E-03.04400.057 2626.68770.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   21F1 10        22F2  6     133332453637 7 1 7   129.0  135.0
 61 3436.249722 1.305E-28 3.794E-05.04500.059 1780.72900.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17F1  2        18F2  5     134332453638 7 1 7   105.0  111.0
 61 3436.409029 3.849E-27 5.052E-02.04400.057 2625.17870.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F1111        22F2  4     333332403637 7 1 7   141.0  135.0
 61 3436.893713 2.013E-28 4.365E-03.04400.057 2626.67330.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   21E   6        22E   4     133332453637 7 1 7    86.0   90.0
 61 3436.994382 1.019E-26 2.953E-03.04500.059 1779.98440.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17F1  2        18F2  3     134332453638 7 1 7   105.0  111.0
 61 3437.060735 2.217E-29 2.902E-04.04400.057 2624.52710.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F1111        22F2  3     233332403637 7 1 7   141.0  135.0
 61 3437.101002 1.265E-29 2.474E-04.04400.057 2623.68600.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23E  73        22E   2     233332403637 7 1 7    94.0   90.0
 61 3437.625584 8.763E-28 4.320E-03.04500.057 2395.47660.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   20F2  6        21F1  1     133332453637 7 1 7   123.0  129.0
 61 3437.626520 8.879E-28 4.377E-03.04500.057 2395.47680.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   20F1  6        21F2  1     133332453637 7 1 7   123.0  129.0
 61 3438.134973 3.334E-28 9.705E-05.04500.059 1780.74740.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17F2  2        18F1  4     134332453638 7 1 7   105.0  111.0
 61 3438.308894 3.600E-28 1.568E-04.03800.059 1780.26920.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17E   2        18E   3     134332453638 7 1 7    70.0   74.0
 61 3438.310854 3.458E-28 5.002E-03.04400.057 2626.65870.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   21F2  9        22F1  5     133332453637 7 1 7   129.0  135.0
 61 3438.596418 1.262E-27 2.205E-04.04600.059 1780.76340.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17A2  1        18A1  2     134332453638 7 1 7   175.0  185.0
 61 3438.760070 3.298E-28 9.574E-05.04500.059 1780.12230.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17F2  2        18F1  3     134332453638 7 1 7   105.0  111.0
 61 3438.926955 6.389E-27 2.776E-03.03800.059 1779.65110.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17E   2        18E   2     134332453638 7 1 7    70.0   74.0
 61 3439.251311 1.050E-26 3.042E-03.04500.059 1779.63110.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17F2  2        18F1  2     134332453638 7 1 7   105.0  111.0
 61 3439.762732 1.951E-26 3.392E-03.04600.059 1779.59700.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17A2  1        18A1  1     134332453638 7 1 7   175.0  185.0
 61 3442.513928 1.751E-28 5.110E-05.04500.059 1780.74740.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17F2  3        18F1  4     134332453638 7 1 7   105.0  111.0
 61 3442.660560 1.900E-28 5.545E-05.04500.059 1780.72900.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17F1  3        18F2  5     134332453638 7 1 7   105.0  111.0
 61 3442.980357 5.445E-27 4.312E-02.04400.057 2625.51980.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23A1 35        22A2  2     333332403637 7 1 7   235.0  225.0
 61 3443.077559 3.415E-28 9.948E-05.04500.059 1780.31200.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17F1  3        18F2  4     134332453638 7 1 7   105.0  111.0
 61 3443.302314 3.292E-27 4.349E-02.04400.057 2625.68040.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F1112        22F2  5     333332403637 7 1 7   141.0  135.0
 61 3443.612354 3.569E-27 4.718E-02.04400.057 2625.77100.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F2110        22F1  4     333332403637 7 1 7   141.0  135.0
 61 3443.803869 8.706E-29 1.148E-03.04400.057 2625.17870.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F1112        22F2  4     233332403637 7 1 7   141.0  135.0
 61 3443.887737 6.081E-27 4.826E-02.04400.057 2625.84550.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23A2 38        22A1  2     333332403637 7 1 7   235.0  225.0
 61 3444.167523 1.271E-26 3.682E-03.04500.059 1779.03020.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17F2  3        18F1  1     234332333638 7 1 7   105.0  111.0
 61 3444.314381 1.301E-26 3.769E-03.04500.059 1779.02440.60-.006800    0 0 0 3 1F1    0 0 0 0 1A1   17F1  3        18F2  2     234332333638 7 1 7   105.0  111.0
 61 3444.455575 2.315E-29 3.043E-04.04400.057 2624.52710.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F1112        22F2  3     233332403637 7 1 7   141.0  135.0
 61 3444.762285 3.245E-29 4.268E-04.04400.057 2624.62110.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23F2110        22F1  3     233332403637 7 1 7   141.0  135.0
 61 3445.583618 6.136E-28 4.588E-03.04500.057 2396.79220.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   20E   5        21E   1     133332453637 7 1 7    82.0   86.0
 61 3445.593346 8.953E-28 4.463E-03.04500.057 2396.79370.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   20F2  7        21F1  2     133332453637 7 1 7   123.0  129.0
 61 3445.612950 1.569E-27 4.693E-03.04500.057 2396.79640.58-.006800    0 0 0 3 1F2    0 0 0 0 1A1   20A2  2        21A1  1     133332453637 7 1 7   205.0  215.0
 61 3446.074466 1.652E-29 1.299E-04.04400.057 2623.65870.58-.006800    0 2 0 0 1E     0 0 0 0 1A1   23A2 38        22A1  1     233332403637 7 1 7   235.0  225.0
 61 3450.190211 1.874E-28 9.489E-04.04500.057 2399.47510.58-.006900    0 0 0 3 1F2    0 0 0 0 1A1   20F2  8        21F1  5     133332453637 7 1 7   123.0  129.0
